report_id,date,site,department,report_text,is_synthetic
facd9af2-c1d3-4ae0-8c20-1d9821adcfde,2006-02-24,Oil Well Drilling Service,Drilling,Employee Is Killed When Caught In Rotating Kelly,False
55ae530e-c298-4a2a-a578-b86aadb62c1d,2006-02-27,Oil Well Drilling Service,Drilling,Employee Is Struck And Killed By Unspecified Object,False
95dda6ce-1114-439f-b2f0-d6de5e1e50f2,2006-03-03,Oil Well Drilling Service,Drilling,Employee Is Killed When Struck In Head By Ring Block,False
27f70cf4-f6d2-4e40-8bcb-4e343803582d,2006-03-28,Oil Well Drilling Service,Drilling,Employee Is Killed When Caught By Rotating Pipe,False
e582ce54-d625-46a7-95de-d6e119302e99,2006-04-19,Oil Well Drilling Service,Drilling,"One Employee Is Killed, One Is Injured When Cooler Overturns",False
66170bc6-025d-4095-a0cc-a167354e6b86,2006-05-15,Oil Well Drilling Service,Drilling,Employee Is Injured While Operating Rock Drill,False
b3d93cd8-6a59-4282-9a15-8a62ada06cbf,2006-06-22,Oil Well Drilling Service,Drilling,Employee Is Killed When Struck By Drill Rod,False
4363249a-4cfe-4dc2-aa76-4287d136d708,2006-08-17,Drilling Rig,Drilling,Employee Amputates Finger In Drill Rig,False
6030e1dc-64d3-4bc9-a6dd-28f6b8193a4b,2006-09-06,Oil Well Drilling Service,Drilling,Employee Is Killed By Falling Blocks,False
19076f38-0be6-4cae-8bcb-f84e8d09129a,2006-10-05,Drilling Rig,Drilling,Employee Dies After He Is Pinned Between Outrigger And Winch,False
ccee9052-3e86-48aa-b921-b308ce5754d7,2006-10-19,Drilling Rig,Drilling,Employee Is Killed When Oil Rig Tips Over,False
cd03ac0e-bcea-4e16-899f-b1bfe3d61124,2006-12-08,Oil Well Drilling Service,Drilling,Employee Working Alone Is Killed As Bucket Truck Boom Lowers,False
9ae2adf6-f944-44e6-b533-421796d1fc21,2006-12-10,Oil Well Drilling Service,Drilling,Employee Is Injured When Struck By Unstable Object,False
13588dae-e24c-43cb-9622-8149df9fdb2a,2006-12-21,Oil Well Drilling Service,Drilling,Employee Is Killed When Head Is Struck By Bar,False
01f59ce7-3798-4641-aff0-612579fcc1a7,2006-12-25,Oil Well,Drilling,Employee Is Crushed During Oil Well Drilling,False
4beb07bc-1512-459b-975e-365c699f12f4,2007-01-26,Oil Well Drilling Service,Drilling,Employee Is Killed When Clothing Is Caught In Auger,False
4b3fbda6-aefc-432c-ac80-36dab80388eb,2007-01-26,Oil Well Drilling Service,Drilling,Employee Dies After Being Trapped By Lowered Forklift Boom,False
c6a8de89-a281-498f-b8f6-4ac4e760c1f9,2007-02-13,Oil Well Drilling Service,Drilling,Employee Is Crushed Between Counterweight And Pump Frame,False
4f81e12b-f0a1-415a-8f96-a9396cc21e4e,2007-06-14,Oil Well Drilling Service,Drilling,Employee Is Killed From Electric Shock,False
3a2c0b43-d9f6-49f6-bcab-04bade2eda63,2007-08-04,Drilling Rig,Drilling,Employee'S Fingertip Amputated In Drill Rig Accident,False
33b6c7c6-7869-45fb-bde7-316e077e91c6,2007-09-01,Oil Well Drilling Service,Drilling,Employee Is Killed When Caught By Cable Winch,False
3acfdc34-a72b-45ee-87ea-23406b17383a,2007-09-10,Oil Well Drilling Service,Drilling,Employee Falls Into Sink Hole And Is Injured,False
4a7fac57-9d84-48cd-bb7d-94d92b0ef83a,2007-09-17,Oil Well Drilling Service,Drilling,Employee Dies After Being Caught In Cat Line,False
ae854245-ab3c-4cb0-87d8-cf0612e777d0,2007-10-26,Oil Well Drilling Service,Drilling,Three Employees Are Burned In Explosion When Heater Is Lit,False
2c360f68-aee3-409c-a86e-816b594586f1,2007-10-26,Oil Well Drilling Service,Drilling,Employee Killed When Head Strikes Rebar,False
bbb20064-0e4e-42c5-8649-ab90e56f0ab6,2007-11-02,Oil Well Drilling Service,Drilling,Employee Suffers Chemical Burns On Feet,False
ee6c4d82-1d08-4a3d-8824-f69aa2e592a9,2007-11-17,Oil Well Drilling Service,Drilling,Employee Strikes Rod Basket And Is Killed,False
4fb1aad0-5b3d-4969-874c-71c8130b7d8f,2007-12-29,Drilling Rig,Drilling,Drill Rig Worker Is Killed When Struck By Discharge Hose,False
55a97282-0c00-4348-aaa4-641ed18b24ae,2008-04-17,Drilling Rig,Drilling,Two Employees Killed When Struck By Collapsing Derrick,False
e21f885f-bca0-4f4d-a749-ffe47bf69ec2,2008-05-06,Oil Well Drilling Service,Drilling,"Employee'S Leg Is Struck By Falling Object, Later Amputated",False
896239bc-f084-4005-94ee-ead23f6c39de,2008-06-04,Oil Well Drilling Service,Drilling,Employee'S Finger Is Caught In Machinery And Amputated,False
f4736a3e-6509-4f87-9834-1db7d3f4be67,2008-06-06,Drilling Rig,Drilling,Employee Is Killed When Crushed By Drill Rig,False
5988b1d0-9ef1-4874-b27f-f621697984d5,2008-06-18,Oil Well Drilling Service,Drilling,Employee Crushes Hand Under Motor Drive,False
38939006-c088-4752-830b-701dca093dd4,2008-07-18,Oil Well Drilling Service,Drilling,Employee Is Struck By Drill Line And Is Killed,False
6f22482b-01fc-4dbb-b976-efe6777333a8,2008-08-28,Oil Well Drilling Service,Drilling,Employee Amputates Arm While Restringing Boom Hoist Cable,False
3bf597de-5a7a-474a-b619-73c95defa6a1,2008-09-03,Oil Well Drilling Service,Drilling,Employee Is Crushed And Killed In A Truck Tipover,False
af663375-7c7d-4ed1-8a22-adef78ddf6f5,2008-09-24,Oil Well,Drilling,"Employee Is Burned When Oil Well Blows Out, Later Dies",False
2f32307e-039f-471d-ae79-70f0c97bb7c7,2008-10-02,Oil Well Drilling Service,Drilling,"Employee Is Struck By Drill Auger, Injures Foot",False
b34025dd-2373-45cd-8eba-2ce1cebb9b07,2008-11-20,Oil Well Drilling Service,Drilling,Employee Is Killed When Struck By A Pump Jack Horsehead,False
92227eb5-37b2-4acf-9727-7e88f123c918,2008-11-21,Oil Well Drilling Service,Drilling,Employee Is Injured When Struck In Head By Wrench,False
9e476d03-7026-4a93-8473-0b3257583283,2008-12-31,Oil Well,Drilling,Oil Well Worker Fractures Leg Descending Stairway,False
fe0c76cf-2599-4640-b3e9-1608ec695800,2009-01-05,Oil Well Drilling Service,Drilling,"Employee Trips, Falls And Strikes Head, Later Dies",False
1ddae966-ed8b-437c-a718-77aae8d1f32b,2009-02-25,Oil Well Drilling Service,Drilling,Employee'S Leg Is Pinned By Crane Drill And Is Amputated,False
1aed6f5b-c76f-42da-ab9d-2587d6f737bf,2009-03-17,Oil Well Drilling Service,Drilling,"Employee Is Struck In The Head By Drill Pipe, Later Dies",False
e36bb9a0-a145-418c-a9cd-a3f4c8501c5b,2009-04-13,Oil Well Drilling Service,Drilling,Worker Is Electrocuted After Cable Contacts Power Line,False
81b8e3a7-1ad4-47e2-abbc-740242a2a27f,2009-05-09,Oil Well Drilling Service,Drilling,Employee Is Killed By Falling Vee Slide,False
f67459e0-fca6-4a86-97bd-4f506a1374da,2009-05-20,Oil Well Drilling Service,Drilling,Five Employees Are Exposed To Noxious Fumes,False
b461b88b-7c23-4095-b5bc-b986cc2ee148,2009-06-05,Oil Well Drilling Service,Drilling,Employee Fingers Are Crushed When Kelly Bar Drops,False
434dba77-4742-4c06-b35b-3efd16fc3913,2009-10-04,Drilling Rig,Drilling,Oil Drilling Rig Hand Is Struck And Killed By Drill Pipe,False
fee186c1-9e4d-4d05-b3bf-8c18e789e986,2010-09-21,Oil Well Drilling Service,Drilling,Employee Receives Bruises And Contusions Struck By Object,False
6d716417-ee3a-43e6-a0af-ca72c7c3be23,2010-11-10,Drilling Rig,Drilling,Employee Is Injured When Assembling A Rat Hole Drilling Rig,False
6c946967-2083-4cdb-9591-f59334b9a135,2010-12-01,Oil Well Drilling Service,Drilling,Three Employees Burned When Gas Release From Flange Ignites,False
8dcf88d3-e35a-41fa-bbc4-0a29f20e8ab4,2011-01-04,Oil Well Drilling Service,Drilling,Employee Is Struck And Killed By Mud From Standpipe,False
7807982c-ab28-404c-a3a4-178181e04bd5,2011-01-14,Oil Well Drilling Service,Drilling,Employee Dies After Being Struck By Pipe,False
fe7aada1-d88b-4734-b5be-5adc85bcc107,2011-01-22,Oil Well Drilling Service,Drilling,Employee Is Struck And Killed By Mousehole Pipe,False
8f629e39-ba67-4fc4-9c68-67993c818a35,2011-08-11,Oil Well Drilling Service,Drilling,Employee Is Caught In Rock Drilling Machine And Is Killed,False
08200594-ba74-4b3f-acfe-80f759f35dfd,2011-08-29,Oil Well Drilling Service,Drilling,Employee Dies In Route To Hospital,False
5df9b6d4-6b69-4cd8-be23-47f4bb0a5d35,2011-10-13,Oil Well Drilling Service,Drilling,Employee Is Killed When Struck By Block And Pipe,False
ab84e5ec-64b5-430a-aaba-bf986dc1d91d,2011-10-28,Oil Well Drilling Service,Drilling,Employees Are Injured When Pump Casing Fails,False
711e1082-480f-4270-ac09-3d5ed5004dc7,2011-12-08,Oil Well Drilling Service,Drilling,Employee Is Killed When Struck By Equipment,False
40f4b177-b339-43a9-b782-46e6d6829dd0,2012-01-07,Oil Well Drilling Service,Storage & Logistics,Employee Gauging Oil Tank Died From Unknown Causes.,False
a7d9d0e0-b436-4ee8-ae14-764c42fa69c4,2012-04-04,Drilling Rig,Drilling,Employee Is Killed In Fall From An Oil Derrick Rig,False
d82a000e-60dd-4212-80ef-362b2763c033,2012-04-05,Drilling Rig,Drilling,Employee Is Crushed And Killed By Rigging Flow-Line,False
2ee0f4bd-aaea-452c-833c-c89bc70a1c1e,2012-05-10,Drilling Rig,Drilling,Employee Dies In A Fall From Rig,False
cfbd5da7-c1aa-4e0d-8771-201166bf2767,2012-06-05,Drilling Rig,Drilling,"Drill Rig Seat Breaks, Operator Falls, Dies From Concussion",False
475ce233-566d-404f-9e72-b1b0c86bf7ac,2012-07-05,Oil Well Drilling Service,Drilling,One Employee Killed Two Injured During Hydraulic Fracturing,False
8be64563-8949-418c-8f91-b381a66e6a59,2012-08-06,Drilling Rig,Drilling,Employee Is Killed In A Fall From A Rig On Oil/Gas Well Site,False
a28d6523-dac3-4b02-90c2-46fc4e709890,2012-08-07,Oil Well Drilling Service,Drilling,Employee Goes Into Cardiac Arrest And Cannot Be Resuscitated,False
ed9199b8-b4dc-40e1-b1b1-f7c495355ed8,2012-08-16,Oil Well Drilling Service,Drilling,Employee Is Electrocuted When In Contact With Power Line,False
79f4fc7b-8a69-4ef6-bc01-9b5e9696a854,2012-09-21,Oil Well Drilling Service,Drilling,Employee Struck In Head By Wire Rope Fragments And Is Killed,False
5a9d7cbf-c868-4f73-9768-2e4efd437844,2012-12-23,Drilling Rig,Drilling,Employee Falls From Derrick And Is Killed,False
762ac56b-41a1-49b5-a285-4bc6a43b11e9,2013-01-10,Oil Well Drilling Service,Drilling,"Employee Is Struck By Falling Blocks, Falls And Is Killed",False
429094c1-4f35-4376-81c0-639a961b5aae,2013-01-19,Oil Well Drilling Service,Drilling,Employee Is Struck By Pressurized Pipe And Is Killed,False
1931e5c3-368c-43f4-b93d-122d94eb26e7,2013-02-20,Oil Well Drilling Service,Drilling,Employee Struck By Falling Object Is Killed,False
99622504-07d4-4c62-bcfc-78b1b22d899e,2013-03-18,Oil Well Drilling Service,Drilling,Employee Is Struck By Falling Pipe And Is Killed,False
67a2ccef-066f-4821-a24d-eecd425d77bc,2013-06-11,Drilling Rig,Offshore Operations,One Employee Falls From Derrick Platform And Is Killed; One,False
9a0e5ce1-6203-420f-a889-793faadac404,2013-06-14,Drilling Rig,Drilling,Employee Falls From Oil Rig And Is Killed,False
cf44eeac-f292-4e99-bf7a-262e7ca1ec3f,2013-06-20,Oil Well Drilling Service,Drilling,Worker Extracting Pipe Is Struck By Steel Chain Sling,False
8c7bad0a-ba25-4924-beee-a62c27710d76,2013-06-20,Oil Well Drilling Service,Drilling,Employee Is Crushed Between Drill Line And Turn Back Roller,False
6d3d8ae5-5bf6-44e1-8083-b2ffc4d0edc5,2013-06-24,Oil Well Drilling Service,Drilling,Employee Is Struck By Falling Work Basket And Coworker And,False
a85bcf99-00c1-41af-b05d-8f8794212989,2013-07-18,Oil Well Drilling Service,Storage & Logistics,Employee Is Found Dead On Top Of Catwalk Of Crude Oil Tank B,False
dcdd64af-c431-462e-a612-a28aaafda1cc,2013-08-15,Drilling Rig,Drilling,Employee Falls From Oil Rig And Is Killed,False
267e61d8-be20-4b43-a477-92f624363e45,2013-08-29,Drilling Rig,Drilling,Employee'S Hand Is Crushed Between Wrench And Well Rig,False
a252ab22-e197-44a9-9b48-cbd4bc211055,2013-10-09,Oil Well Drilling Service,Drilling,Employee Is Overcome By Hydrogen Sulfide Gas And Is Killed,False
283e8122-46d2-49e1-9c63-2b60af489a35,2013-11-26,Oil Well,Drilling,Employee Is Trapped Between Equipment And Is Crushed By Well,False
2605d30d-024c-4ec5-8cfb-d1cae77dd2d5,2013-12-04,Oil Well Drilling Service,Drilling,Driller'S Leg Is Fractured When Struck By Pipe Wrench,False
fe615ef8-4229-4eeb-99b8-cf6a348d9f92,2014-02-26,Drilling Rig,Drilling,Employee Severely Injures Hand On Oil Rig,False
cc923bd3-8cca-4d8f-bd1f-f5c28d0c13b4,2014-03-15,Oil Well Drilling Service,Drilling,One Employee Killed And One Seriously Burned In Flash Fire,False
61feb60f-9c18-43cb-a633-7a630e7fbdce,2014-03-20,Drilling Rig,Drilling,Employee Struck By Rig Is Killed,False
8459c836-1fae-4eb7-bd7c-c93a191f0fa6,2014-04-30,Oil Well Drilling Service,Drilling,Two Employees Are Struck By Metal From Exploding Sand Separa,False
7321268b-0e8e-4052-9313-e718a7f28186,2014-05-05,Oil Well Drilling Service,Drilling,Employee Dies From Cardiac Arrest,False
0fad8709-1de0-4a9f-8c9d-474dd0fc3600,2014-07-03,Drilling Rig,Drilling,Employee Falls From Derrick And Is Killed,False
0a6b9824-800b-412c-9642-fa785a22b387,2014-07-10,Oil Well,Drilling,Employee Dies After Being Struck By Oil Well Casing Pipe,False
12325701-8cc3-4ef6-b9bf-56c43514bddd,2014-07-13,Oil Well Drilling Service,Storage & Logistics,Employee Gauging Tank Dies From Exposure To Hydrocarbon Gase,False
263f1ef9-cfb3-49c3-a336-98b581da6ebe,2014-07-24,Oil Well Drilling Service,Drilling,Employee Is Struck And Killed When Drilling Tongs Fail,False
327e4d26-ac63-421f-a545-ad99b140f40f,2014-09-11,Oil Well Drilling Service,Drilling,Employee Is Struck By Failed Pump Jack And Is Killed,False
0fff1700-3ccc-4a11-a0a4-bb24309ffd46,2014-10-06,Oil Well Drilling Service,Drilling,Employee Is Burned And Killed When Oil From Heater Ignites,False
c869591a-6951-4fed-9487-90b30a38e6ba,2014-10-24,Oil Well,Drilling,Employee Is Burned During Bleeding Of A Gas Well And Is Kill,False
2e00fdcd-8029-4067-b047-1b8043f8140e,2014-11-02,Oil Well Drilling Service,Drilling,Employee Struck By Drilling Tubular And Is Killed,False
f00be6f2-a4e4-4670-8a15-aef627db0373,2014-11-13,Oil Well Drilling Service,Drilling,Employee Struck By Pipe Connection And Is Killed,False
2dd98d48-d1cc-434d-9850-7bd58c307406,2014-12-09,Oil Well Drilling Service,Drilling,Employee Falls From Ladder And Is Killed,False
082f5476-1ef9-49cc-8adc-77e83d2d4180,2015-01-08,Drilling Rig,Drilling,Employee Is Killed When Derrick Structure Fails,False
f61106e1-f9a2-42ce-9c94-164e368f40d1,2015-06-22,Oil Well Drilling Service,Drilling,Employee Is Killed When Struck By A Falling Load,False
8f3facc5-0efd-4f1a-9f32-a5ff245a865a,2015-06-30,Oil Well Drilling Service,Drilling,Employee Is Killed While Working Outside On A Hot Day In The,False
ccbe5569-1bac-4672-9cbe-472457c4a09c,2015-07-17,Oil Well Drilling Service,Drilling,Employee Falls From Beam And Is Killed,False
c19405a9-c08e-41af-8ff6-cdc30a6ae1c7,2015-07-23,Drilling Rig,Drilling,Employee Is Killed When Crushed By Falling Derrick,False
97b3251e-0797-49f5-805b-fe699229e21c,2015-07-24,Oil Well Drilling Service,Drilling,Employee Is Killed When Struck By Truck,False
b5900afa-faf3-4a0a-b68d-a628f9c6fbae,2015-08-11,Oil Well Drilling Service,Drilling,Employee Killed In Flash Fire,False
0d5cda82-6273-45f2-a5db-0f2221343381,2016-01-04,Oil Well Drilling Service,Drilling,Worker Is Killed In Chemical Fire Explosion,False
0b14a927-7e85-4e9e-ae0f-5f36c3bc6a99,2016-05-19,Oil Well Drilling Service,Drilling,Employee Is Killed In Fire Due To Flammable Vapors From Crud,False
a0479b7f-27cc-4caa-ad89-3ddaaf09c617,2016-08-24,Oil Well Drilling Service,Drilling,Employee Was Killed When Struck By A Falling Object,False
695fe332-689e-415a-91f4-9faa01ed658c,2016-09-01,Oil Well Drilling Service,Drilling,Employee Is Struck By Spinning Sucker Rod And Is Killed.,False
80e4db38-5744-4681-a2c1-fab720bf6ce5,2016-12-13,Oil Well Drilling Service,Drilling,Employee Is Killed When Backed Over By A Truck,False
528bad1b-62db-4105-b409-0805a2aa73db,2017-01-04,Oil Well Drilling Service,Drilling,Employee Is Burned To Death When Treater Shack Catches Fire.,False
30485aec-2c9b-49a1-b8cc-12e5330b6e39,2017-01-20,Oil Well Drilling Service,Drilling,Three Employees Are Injured In Natural Gas Explosion,False
48fe9fa9-ae2c-4e3f-a8dd-200578d38ea1,2017-01-30,Oil Well Drilling Service,Drilling,Employee'S Hip Is Fractured When Struck By Metal Pipe,False
fa89bb61-fce6-49d4-80f8-78476b2fa1c7,2017-01-31,Oil Well Drilling Service,Drilling,"Employee Is Struck By Cable, Falls From Height And Is Killed",False
a2e2aae1-c75e-4788-b841-e8b5783583f7,2017-03-08,Oil Well Drilling Service,Drilling,Employee Struck By Pump Jack Incurs Multiple Fractures,False
7208ffb4-38f2-4b0f-8747-62f925ef03d8,2017-03-14,Drilling Rig,Drilling,Employee Is Struck And Killed By Falling Object On Derrick,False
41be0981-93db-4569-99f3-b38b2d5a832d,2017-03-27,Oil Well Drilling Service,Drilling,Employee Falls From Trailer Bed And Breaks Leg,False
734dd2c9-a4e8-41cb-b9ce-c131c3439a1e,2017-04-26,Oil Well Drilling Service,Drilling,Employee'S Finger Is Amputated When Struck By Elevator,False
17662ed6-f461-4541-bcdc-88520d2996a4,2017-05-19,Oil Well Drilling Service,Drilling,Two Employees Are Caught In Fire From Combustible Vapors And,False
3c90dd65-b902-442e-8430-195710453733,2017-05-30,Oil Well Drilling Service,Drilling,Employee Sustains Hand Fracture When Struck By A Sledgehamme,False
ff0cf250-9fe8-4cf4-b0c4-7c0bb4fed63f,2017-06-01,Oil Well Drilling Service,Drilling,Employee Was Resetting A Mandrel Within A Tool And Amputates,False
a3d97176-329d-417c-8453-acd7629ec39a,2017-06-09,Oil Well Drilling Service,Drilling,Employee Struck By Part And Is Killed,False
f61ef70d-a196-4007-9335-afc29db6431a,2017-07-02,Oil Well Drilling Service,Offshore Operations,Employee Falls From Elevated Work Platform And Suffers Multi,False
7d2f5485-af2a-4428-8311-37bdd4905f81,2017-09-15,Oil Well Drilling Service,Drilling,Employee Is Struck By Equipment And His Leg Is Crushed,False
6a7f3c3f-f92a-4034-a9f8-b637dc52289a,2017-11-11,Oil Well Drilling Service,Drilling,Employee's Fingertip Is Amputated While Operating Drilling R,False
b7384709-e346-48a3-a215-b02e48bf2ce2,2018-01-31,Oil Well Drilling Service,Drilling,Employee Is Trapped Between Two Pipes And Fractures Several,False
b4719e86-d484-4a83-8585-396c260b63bf,2018-03-29,Rig 4 Duliajan Assam,Drilling & Exploration,Accumulator control line pinhole leak prevented rapid annular BOP seal closure.,False
ad9a8ee4-4837-4997-84f6-63eab3fb52f5,2018-04-19,Oil Well Drilling Service,Drilling,Employee Cleaning Dredge Auger Cuts Foot,False
07aab738-5a25-4113-9872-f3532bb2c902,2018-05-31,Oil Well Drilling Service,Drilling,Employee Pinches Index Finger With Machine Roller And Amputa,False
e3f12e9b-d909-4ecf-831e-5c240965e51f,2018-07-02,Numaligarh Pipeline Sec 2,Pipeline Operations,Crane synthetic sling tore while lifting 18-inch coated steel pipe section.,False
658a723a-c166-4061-85c6-51626026f2f3,2018-07-05,Oil Well Drilling Service,Drilling,Employee Partially Amputates Finger When Caught Between Auge,False
816ac622-006c-4dd6-93f6-fbdae15f04ce,2018-08-04,Drilling Rig,Drilling,Oil Rig Employee Amputates Finger While Helping To Guide Cas,False
ee5a3160-6389-4c22-8e29-241136e4e5e4,2018-09-15,Duliajan LPG Recovery Unit,Storage & Handling,Naphtha strain valve flange joint leaked during heat exchanger startup.,False
8428b8f6-45de-40de-b9db-56df07854322,2018-09-27,Oil Well Drilling Service,Drilling,Employee Amputates Finger When Caught Between Jaws Of Clamp,False
ea6f8c85-4023-4640-ac53-680da1246187,2018-11-01,Oil Well Drilling Service,Drilling,Employee Amputates Finger While Drilling Holes Into Slope,False
0716a1ca-f75c-4be1-97f1-5204f48c5dca,2018-11-10,Digboi Refinery Assam,Refinery & Processing,Mechanical seal failed on heavy naphtha pump causing localized flash fire.,False
32101dfc-9737-4cc9-a8cb-afb9bab8a730,2019-02-25,Oil Well Drilling Service,Drilling,Employee Amputates Finger While Removing Thread Protector Fr,False
fa21c94a-aa06-419f-b535-9cb10d8a861d,2019-03-10,Oil Well Drilling Service,Drilling,"Employee Inhales Chemical, Later Dies",False
23069ba0-0cbe-45b7-a349-cee9fd521285,2019-05-22,Hazira LPG Terminal,Storage & Handling,Over-fill prevention valve tripped late due to miscalibrated level transmitter.,False
f546e998-105f-4f2b-bb3c-ded4414f4015,2019-07-22,Drilling Rig,Drilling,Employee Incurs Multiple Fractures In Fall From Derrick,False
ce738ad1-e4b2-4c59-a6c7-6dcdd5c7437e,2019-07-29,Oil Well Drilling Service,Drilling,Employee Falls Into Auger And Amputates Legs,False
498933ab-a7b2-412a-88db-ff9e126546d0,2019-08-03,Rig 3 Moran Assam,Drilling & Exploration,Derrickman slipped on oily platform; safety harness lanyard was anchored improperly.,False
e28142f2-b607-4b28-a5b7-6f9d42c1d83e,2019-08-29,Oil Well Drilling Service,Drilling,Employee's Fingers Are Crushed Between Drill Components,False
9ee9c03f-697a-4d3b-a40d-f607e97f764c,2019-08-30,Oil Well Drilling Service,Drilling,"Employee Amputates One Finger, Lacerates Another Finger When",False
4874a9ff-49f3-4dd9-b1ab-45b8cfe5b6d0,2019-10-01,Oil Well Drilling Service,Drilling,Employee Fractures Leg When Drilling Machine Tips Over,False
997cea81-8e9d-47ba-a4cb-fdbaa0f58bdf,2019-10-08,Barmer Basin Field,Drilling & Exploration,Floor hand struck by spinning tongs counterweight cable when safety latch failed.,False
f3936633-41dc-47eb-be77-3ca3ccaa6a75,2019-11-12,Drilling Rig,Drilling,Employee's Fingers Are Amputated By Oil Rig,False
f84fbb8c-b565-4e1c-9475-40f238ea322e,2019-12-14,Bongaigaon Refinery,Refinery & Processing,High-pressure steam trap bypass valve stuck open during boiler maintenance.,False
cdacee0e-d420-415d-96ae-568596014773,2020-01-19,Oil Well Drilling Service,Drilling,Employee Fractures Ribs And Punctures Lung In Fall Into Oil,False
